"","V1","V2","V3"
"238",8626,8299,8298
"239",8303,952,8300
"240",956,8293,8302
"241",27663,14495,27806
"242",850,8305,8288
"243",11923,12434,11948
"244",953,8276,8286
"245",8307,8306,952
"246",838,8305,8302
"247",837,8309,8300
"248",837,8284,8309
"249",1081,8285,8312
"250",955,8314,8313
"251",731,8316,8310
"252",8321,8318,8317
"253",27660,9289,692
"254",8322,8319,1076
"255",27663,28468,14495
"256",9541,27805,9326
"257",711,8327,808
"258",715,27468,8328
"259",706,8332,8331
"260",647,27286,7942
"261",8122,366,8182
"262",453,8120,8125
"263",8334,453,8158
"264",8334,454,453
"265",29526,8141,27829
"266",1072,8338,8337
"267",1072,7919,8338
"268",1200,8374,8337
"269",947,8340,8362
"270",631,7927,8255
"271",865,8343,8342
"272",948,8348,8347
"273",831,8351,8350
"274",831,8354,8353
"275",733,7931,7933
"276",1071,8357,8356
"277",831,8353,8351
"278",754,8360,8359
"279",8363,7926,630
"280",666,8365,8364
"281",16023,23754,7520
"282",8366,8364,568
"283",8333,29526,27829
"284",866,8368,7921
"285",12387,12398,16853
"286",8365,755,7923
"287",7904,7902,755
"288",867,8369,7901
"289",867,8371,8369
"290",950,8372,7916
"291",948,8358,8348
"292",724,8341,8352
"293",725,7929,7930
"294",986,7914,7913
"295",1073,8375,8374
"296",8339,8377,8376
"297",832,8361,8378
"298",830,8373,8339
"299",2088,8381,8380
"300",1332,8384,8383
"301",8385,1332,1335
"302",8355,1201,8386
"303",1333,8391,8382
"304",519,8395,8394
"305",709,805,8396
"306",16904,709,8397
"307",8332,8401,8400
"308",12387,28251,12398
"309",12382,28250,12377
"310",8403,922,921
"311",28244,12384,3100
"312",977,8406,8405
"313",7073,28862,18677
"314",7163,21438,19252
"315",19296,19304,21919
"316",1096,8412,8411
"317",1096,17368,8412
"318",8414,1163,1164
"319",1091,8101,1090
"320",652,8417,8416
"321",736,8420,8419
"322",1089,8421,1088
"323",28250,3260,12384
"324",1348,8424,8423
"325",964,8113,965
"326",8427,1337,8426
"327",27560,8057,29526
"328",27641,10043,27804
"329",1212,8432,8433
"330",12378,28249,28247
"331",839,958,8437
"332",741,8053,8440
"333",738,648,8061
"334",964,8108,8111
"335",27804,27642,9580
"336",739,8096,8443
"337",845,8444,8095
"338",740,8446,8064
"339",740,8070,8446
"340",1085,1084,962
"341",646,8448,8077
"342",739,8443,8106
"343",646,8106,8083
"344",8451,8073,8450
"345",650,649,8452
"346",23670,29140,29161
"347",737,27530,8082
"348",651,8037,8069
"349",740,8065,8068
"350",846,8442,8447
"351",648,8059,8441
"352",1337,8457,8456
"353",8041,643,734
"354",9581,9580,99
"355",934,8463,8462
"356",8465,8531,8466
"357",817,819,8469
"358",815,8470,8471
"359",29059,22966,22963
"360",8473,813,815
"361",27641,10042,10043
"362",1457,8477,8476
"363",936,8478,8493
"364",12376,28245,28249
"365",8479,933,8515
"366",8479,8481,933
"367",1052,1173,8482
"368",1053,8484,8483
"369",1050,15305,8486
"370",1057,8488,8490
"371",937,8491,8490
"372",19378,8949,21653
"373",936,8493,8492
"374",937,8493,8491
"375",1314,8475,8496
"376",1314,8498,8497
"377",1057,8494,8506
"378",8501,8514,1055
"379",813,8503,8470
"380",1053,8505,8504
"381",28246,28248,15237
"382",1053,8507,8484
"383",1177,8505,8508
"384",1314,8496,8498
"385",931,8509,8510
"386",932,8502,8512
"387",28246,12378,28248
"388",28200,28247,2944
"389",1178,8478,1055
"390",8515,1055,8479
"391",8485,15239,1173
"392",1462,8519,8518
"393",938,8523,8522
"394",1056,8488,8525
"395",934,8467,8527
"396",818,8530,8529
"397",27275,8532,8531
"398",13522,16867,28246
"399",13522,3092,16867
"400",27275,8533,8532
"401",1182,8537,8536
"402",1059,1182,8521
"403",1059,8538,1182
"404",29161,7514,23754
"405",8543,1457,1456
"406",1452,8545,8544
"407",1456,8548,8547
"408",1458,8550,8549
"409",12377,28243,12376
"410",1460,8554,8553
"411",23758,29151,7454
"412",1458,8551,8550
"413",23745,28873,23746
"414",8546,8497,1310
"415",1177,8495,8514
"416",17459,27220,8560
"417",23665,29160,16019
"418",8561,8564,1912
"419",1601,8567,8566
"420",28245,12375,2945
"421",1601,8571,8567
"422",28243,28244,12375
"423",1747,8572,8575
"424",16019,29160,23757
"425",435,8579,8578
"426",1171,8582,8581
"427",8587,1181,8583
"428",1047,8586,8585
"429",939,8589,8588
"430",16900,12138,12371
"431",824,8593,8592
"432",824,8596,8595
"433",25478,8597,928
"434",8601,8600,8599
"435",8793,27858,105
"436",719,8603,8602
"437",526,8606,8605
"438",810,8608,25539
"439",625,8611,8610
"440",708,8614,8613
"441",718,8609,8591
"442",625,8616,8611
"443",1184,8618,8583
"444",525,8620,8619
"445",12371,12138,28239
"446",719,8622,8603
"447",16750,1342,1343
"448",8307,8624,8306
"449",8312,8307,957
"450",27495,1218,8627
"451",1498,8634,8633
"452",1496,8636,8635
"453",1636,8639,8638
"454",8643,8642,8641
"455",27191,8648,27838
"456",1489,8651,8650
"457",1218,8296,8630
"458",1216,8654,8653
"459",1214,8656,8655
"460",1216,8421,8658
"461",1216,8658,8654
"462",8660,8659,965
"463",1346,8665,8664
"464",1495,8668,8667
"465",1497,8670,8669
"466",1498,8636,8638
"467",1350,8673,8635
"468",1217,8675,8674
"469",1092,8676,8296
"470",1094,8678,8104
"471",8631,8296,8679
"472",1093,971,8680
"473",851,8684,8683
"474",8101,8685,1090
"475",1497,8687,8670
"476",1348,8663,8669
"477",1088,8421,8694
"478",8652,8696,8655
"479",1087,8693,8114
"480",1349,8686,8652
"481",1497,8700,8699
"482",12372,2774,28187
"483",1497,8699,8687
"484",40,44,27400
"485",2422,8706,8705
"486",2596,8711,8709
"487",1799,8714,8713
"488",2103,1947,8716
"489",1946,8715,8718
"490",2259,8721,8720
"491",8717,1797,1795
"492",8723,1947,8722
"493",2105,8725,8723
"494",1949,8727,8726
"495",1949,8729,8727
"496",29055,17605,22695
"497",1796,1633,1797
"498",1339,8732,8731
"499",1340,8731,1207
"500",16747,1340,8734
"501",1487,8736,1340
"502",1220,8739,8738
"503",1205,8752,8741
"504",1352,8744,8743
"505",1219,8747,8746
"506",1220,8742,8739
"507",1095,8325,8752
"508",1788,8755,8754
"509",1637,8639,8640
"510",1800,15454,8644
"511",1351,8651,8759
"512",1351,8629,8649
"513",1218,8759,1344
"514",8643,8641,8644
"515",1488,8763,8762
"516",20917,8637,27841
"517",1637,8642,8765
"518",1799,8767,8760
"519",2602,8771,8770
"520",8773,2099,8772
"521",1639,8774,8775
"522",2267,27105,2421
"523",2100,8780,8779
"524",2258,8772,8781
"525",1942,8784,8778
"526",1790,8787,8786
"527",1943,2102,8788
"528",1733,8792,8791
"529",107,8795,8794
"530",8805,1759,8797
"531",17373,8800,8799
"532",12374,2945,28242
"533",8804,1921,1920
"534",1613,8802,8805
"535",12368,12373,28237
"536",1765,8809,8808
"537",1918,8806,8807
"538",8811,2074,1918
"539",1768,8814,8813
"540",2075,8815,2076
"541",19526,19477,19538
"542",19526,21593,19477
"543",1920,8819,8803
"544",7,8822,8821
"545",56,8823,7879
"546",150,8826,8825
"547",107,8794,8828
"548",139,8830,8829
"549",138,8833,8832
"550",139,8829,8835
"551",12368,28242,12373
"552",16,7876,8838
"553",8,8838,8839
"554",8,8840,16
"555",32,8842,8841
"556",96,8845,8844
"557",20,8848,8847
"558",2222,8850,8816
"559",8808,1763,1765
"560",1921,8852,8851
"561",1921,8804,8852
"562",27613,29525,27615
"563",1769,8817,8855
"564",8853,8855,1763
"565",8820,8856,8818
"566",3,8859,8858
"567",29525,9844,60
"568",29524,99,9844
"569",1618,8865,8857
"570",1928,8868,8867
"571",8820,8819,8821
"572",1920,8868,1928
"573",8819,1920,1928
"574",1921,8854,1920
"575",29523,9840,27613
"576",55,8872,8871
"577",8874,8873,52
"578",8875,93,52
"579",27613,9840,29524
"580",243,8878,8877
"581",188,8881,8880
"582",188,8883,8881
"583",24244,14459,25445
"584",55,8886,8885
"585",27614,61,29523
"586",2396,8889,14822
"587",28241,12372,2773
"588",31,2241,7880
"589",8891,2078,2077
"590",2079,2233,2077
"591",2386,2241,2224
"592",2393,8893,14883
"593",2404,8886,8895
"594",16934,28240,12370
"595",8897,2562,8896
"596",8898,2224,2241
"597",2086,8866,2224
"598",23757,23752,29157
"599",19610,19535,21591
"600",2086,15,8867
"601",2398,8903,8902
"602",2568,8906,8905
"603",8906,2743,2569
"604",8907,2743,2568
"605",15056,28238,11645
"606",2074,8916,8816
"607",1917,8918,8911
"608",8920,14868,2072
"609",1919,8922,8921
"610",4893,22685,4889
"611",1768,8924,8814
"612",8849,1767,8813
"613",2075,8915,8812
"614",2076,8811,8915
"615",28238,28237,19550
"616",3758,8928,8927
"617",3758,8930,8928
"618",24155,8932,8931
"619",3926,8934,8933
"620",4290,8935,18849
"621",3751,8939,8938
"622",8944,8943,8941
"623",8942,4117,18771
"624",3585,8947,18145
"625",3251,8948,18204
"626",8951,3251,8950
"627",3253,8954,8953
"628",8958,14793,2902
"629",2748,8961,8960
"630",3076,8964,8963
"631",3421,8967,8966
"632",3252,8954,8969
"633",2914,8972,8971
"634",2733,8975,8974
"635",3084,8978,8992
"636",2915,8981,8980
"637",3081,8983,8982
"638",28238,12368,28237
"639",2917,8986,8985
"640",3405,8988,8987
"641",3236,8987,3250
"642",3405,8989,8991
"643",23665,7517,29160
"644",3087,8995,8994
"645",3068,8998,8997
"646",3257,9000,8999
"647",8,8839,8900
"648",28236,16914,12368
"649",19650,21588,19663
"650",9134,26972,9004
"651",136,9007,9006
"652",93,9008,94
"653",245,9009,9024
"654",316,9012,8876
"655",187,9273,9013
"656",315,9017,9016
"657",19300,244,9018
"658",94,9008,9021
"659",185,9022,9013
"660",190,186,9024
"661",9001,135,9025
"662",397,9028,9492
"663",68,9032,9033
"664",210,9036,9035
"665",9038,9037,151
"666",29156,29159,16025
"667",204,9043,9042
"668",151,9037,9044
"669",497,9047,9046
"670",496,9050,9049
"671",331,9053,9052
"672",204,9055,9043
"673",264,9058,9057
"674",504,9060,9059
"675",29522,27298,29514
"676",271,9063,9062
"677",414,9066,9065
"678",154,9068,9067
"679",27546,29522,27524
"680",15994,28165,11955
"681",25,9073,9072
"682",14,9076,9075
"683",25,9077,9073
"684",22,9083,9082
"685",25,26774,9084
"686",29,47,9087
"687",16025,29159,23756
"688",33,9090,29
"689",48,9091,27626
"690",11973,28235,12366
"691",33,49,48
"692",64,9092,62
"693",98,9095,9094
"694",62,9098,9097
"695",35,9100,9099
"696",61,9103,9102
"697",28171,2458,11988
"698",63,9109,9033
"699",63,9111,9109
"700",18,9088,9113
"701",62,9092,9098
"702",9114,9853,75
"703",24,9116,9105
"704",152,9119,9118
"705",96,8844,25675
"706",29514,27298,354
"707",37,9126,9124
"708",36,9128,9127
"709",32,8841,9129
"710",27546,27547,29522
"711",26972,26865,9133
"712",26865,9134,27858
"713",9152,9137,9136
"714",9139,9138,37
"715",10,9140,9141
"716",10,9142,8836
"717",9125,26822,9127
"718",29522,294,27298
"719",108,9119,26812
"720",152,9148,9119
"721",211,26737,9149
"722",27796,29521,27553
"723",29156,23755,29159
"724",16930,28234,12364
"725",9140,17,21
"726",32,9129,9138
"727",65,9153,9143
"728",22,9155,9083
"729",26774,9157,9084
"730",19,9159,9158
"731",209,8824,9161
"732",270,9164,9163
"733",208,9166,9161
"734",343,9168,9167
"735",26681,9163,9170
"736",345,9173,272
"737",9059,424,421
"738",8829,9176,8834
"739",249,9179,9178
"740",250,194,9181
"741",9487,9183,9182
"742",194,9184,9181
"743",28234,28216,28233
"744",270,26681,9165
"745",153,9117,26759
"746",209,9187,8825
"747",106,9189,9188
"748",65,9191,9190
"749",109,27850,9192
"750",209,9186,9187
"751",152,26752,9148
"752",395,9196,9195
"753",318,9199,9198
"754",248,9202,9201
"755",27553,29521,352
"756",9205,246,9204
"757",22137,21542,4669
"758",395,9197,9209
"759",476,9196,9211
"760",319,9200,9198
"761",9213,392,473
"762",314,9216,9215
"763",475,9217,9207
"764",241,9219,9218
"765",316,8878,9016
"766",9249,9224,9223
"767",579,9227,9226
"768",578,9229,9228
"769",577,9232,9217
"770",28234,12237,28216
"771",575,9236,9235
"772",765,9239,9238
"773",578,9242,9241
"774",673,9224,9243
"775",675,9246,9245
"776",579,9244,9247
"777",477,9248,9026
"778",578,9228,9225
"779",674,9250,9226
"780",765,9238,9223
"781",766,9251,9237
"782",877,9253,9252
"783",767,9255,9254
"784",676,9258,9257
"785",769,9260,19478
"786",28231,16333,12237
"787",769,9263,9260
"788",769,9265,9263
"789",580,9268,9267
"790",320,9270,9180
"791",250,9272,9182
"792",243,8877,8879
"793",7539,21528,19727
"794",28229,28230,17248
"795",315,9214,9017
"796",29513,353,27798
"797",9276,9326,419
"798",29159,29158,15981
"799",600,693,9278
"800",499,9280,9279
"801",28229,10931,28230
"802",9284,9655,687
"803",27518,27801,353
"804",418,9280,9285
"805",16719,7186,2141
"806",493,415,9286
"807",340,9287,28960
"808",417,419,9288
"809",19904,19903,21487
"810",9293,9298,9297
"811",787,783,9299
"812",19333,29488,19335
"813",15981,29158,7574
"814",260,9306,9305
"815",261,9310,9306
"816",202,261,9311
"817",259,9314,9313
"818",27545,29513,27521
"819",258,9318,9317
"820",332,9321,9320
"821",259,9316,9314
"822",258,9325,9324
"823",17423,28227,12314
"824",207,9304,9328
"825",1022,9329,25303
"826",9330,1409,1280
"827",1013,9329,9961
"828",9333,1291,9332
"829",1154,9336,9335
"830",1262,9333,19717
"831",9338,1289,1424
"832",11824,17529,27998
"833",9359,887,9340
"834",9341,9351,1132
"835",1011,9344,9343
"836",681,9347,9346
"837",27484,29519,27319
"838",1031,9350,9349
"839",29519,351,27535
"840",794,906,9353
"841",29517,29518,27799
"842",14444,777,9355
"843",28226,11861,17549
"844",9357,777,14476
"845",1010,9343,9359
"846",1135,9361,9510
"847",28226,10604,11861
"848",29159,23755,29158
"849",27799,29518,29506
"850",607,9367,9449
"851",606,9370,9369
"852",29517,27523,29518
"853",700,9374,9369
"854",775,9378,9377
"855",25745,775,26593
"856",29518,29515,29507
"857",9382,910,885
"858",29507,29515,428
"859",607,9372,9367
"860",9346,588,587
"861",28227,27957,28226
"862",6465,21447,19778
"863",20105,14341,21420
"864",700,9379,9374
"865",775,9377,9390
"866",28227,3816,27957
"867",29518,27523,29515
"868",26593,9393,9375
"869",28225,12267,28224
"870",590,9394,589
"871",889,9398,9397
"872",888,9342,9397
"873",9389,887,9396
"874",9407,9402,9401
"875",778,9404,9403
"876",777,682,9406
"877",9408,9347,9409
"878",12268,2626,28225
"879",590,9410,588
"880",326,9411,349
"881",17617,12256,12235
"882",327,9415,9414
"883",348,9418,9417
"884",9438,9437,9420
"885",195,9427,9426
"886",195,9429,9427
"887",326,9416,327
"888",9185,349,9430
"889",9431,9412,349
"890",346,9434,9433
"891",12235,12256,28224
"892",9436,480,9268
"893",509,9366,9419
"894",480,9436,9438
"895",12245,2627,17586
"896",579,9248,9227
"897",322,9439,9440
"898",253,9441,9413
"899",251,324,9442
"900",324,401,9442
"901",192,9444,9443
"902",321,9272,9269
"903",8870,9446,9445
"904",476,9232,9241
"905",767,9254,9448
"906",12236,28221,12247
"907",9450,797,796
"908",9452,909,9451
"909",9382,9450,909
"910",1289,9453,1424
"911",1133,9350,9456
"912",1009,9348,9351
"913",9461,9460,9459
"914",910,9339,9462
"915",1288,9464,9463
"916",7247,21425,20104
"917",1008,9340,9465
"918",506,26558,9467
"919",9418,348,346
"920",28221,2455,12244
"921",422,9469,14461
"922",346,9470,347
"923",406,9417,14464
"924",29157,29155,29156
"925",406,26495,9474
"926",343,9471,9477
"927",273,9424,9478
"928",323,9439,9411
"929",28623,20403,13799
"930",398,9479,397
"931",21400,4618,21399
"932",250,9484,9483
"933",29517,27798,27523
"934",9487,9182,251
"935",253,9429,9488
"936",322,9442,9439
"937",194,9489,9184
"938",193,8870,9483
"939",320,9491,9270
"940",12247,28217,12246
"941",29517,29513,27798
"942",29156,29155,23755
"943",28219,12245,2628
"944",195,9426,9496
"945",273,9478,9432
"946",347,9434,346
"947",9172,9497,9423
"948",27797,29516,27523
"949",9029,345,9499
"950",9492,478,479
"951",29157,9308,29155
"952",480,401,9493
"953",322,9441,9487
"954",320,9501,9491
"955",396,9194,9502
"956",9178,9201,9180
"957",29516,29502,29515
"958",9201,319,9501
"959",248,9505,9202
"960",27027,1690,9506
"961",1568,9508,1569
"962",1266,9511,9510
"963",1265,9513,9512
"964",28217,2627,12245
"965",9520,1547,9517
"966",12237,12236,28216
"967",1403,9522,9520
"968",1289,9525,9454
"969",1402,9527,9523
"970",1689,9528,9506
"971",9515,1688,9529
"972",22067,29154,16084
"973",1547,9515,1548
"974",1424,9534,9533
"975",9299,9278,693
"976",144,9536,9535
"977",29515,29502,428
"978",9538,411,412
"979",413,9540,9320
"980",259,9544,9317
"981",132,9547,9546
"982",235,9548,305
"983",233,304,9551
"984",174,9554,9553
"985",181,9556,184
"986",132,9559,9558
"987",132,9563,9559
"988",205,9566,9565
"989",181,9562,9556
"990",148,9595,9570
"991",132,9572,9563
"992",132,9546,9572
"993",175,9575,9574
"994",69,9577,9032
"995",196,9579,9578
"996",317,9582,9208
"997",9564,183,147
"998",101,9584,9583
"999",29516,27296,29502
"1000",29514,27789,27296
"1001",28224,2795,12234
"1002",266,265,254
"1003",407,9590,9589
"1004",9591,9620,265
"1005",148,9592,9567
"1006",254,10052,9593
"1007",147,9595,148
"1008",147,9597,9596
"1009",102,9600,9599
"1010",267,9585,9601
"1011",415,28960,9286
"1012",29516,29514,27296
"1013",599,9605,9604
"1014",603,9608,9607
"1015",599,9281,9609
"1016",28856,20360,20236
"1017",29514,354,27789
"1018",503,9612,9606
"1019",502,9614,9967
"1020",12228,12226,28214
"1021",12227,28214,2629
"1022",9619,9624,9623
"1023",12228,28213,12226
"1024",489,14606,9626
"1025",12222,28212,2070
"1026",12190,12188,15597
"1027",410,493,494
"1028",494,493,9630
"1029",407,9633,9632
"1030",12190,28211,12188
"1031",410,9621,493
"1032",338,9634,9621
"1033",9279,598,9635
"1034",23012,5237,29058
"1035",894,9641,781
"1036",9644,9694,779
"1037",29057,22985,15921
"1038",894,9647,9641
"1039",685,9639,779
"1040",9650,895,9648
"1041",783,787,9650
"1042",686,685,9651
"1043",9652,686,9651
"1044",591,684,686
"1045",418,9285,9287
"1046",9654,490,408
"1047",494,592,9627
"1048",9654,494,490
"1049",9630,9284,494
"1050",9635,9630,493
"1051",12182,28209,28210
"1052",687,9656,592
"1053",592,684,9627
"1054",9282,687,690
"1055",9282,9656,687
"1056",9657,782,9805
"1057",27796,277,29512
"1058",16084,23751,23752
"1059",17663,29057,15921
"1060",9662,1409,1408
"1061",9663,9661,1149
"1062",29157,14005,9308
"1063",1140,9668,9667
"1064",1013,1138,1014
"1065",891,9658,9671
"1066",895,9672,9807
"1067",17433,27317,514
"1068",785,9676,9675
"1069",689,9679,9678
"1070",689,9680,9679
"1071",16095,28208,2248
"1072",896,9685,9684
"1073",16716,16717,16718
"1074",9686,1143,9687
"1075",917,802,9688
"1076",9689,9675,897
"1077",896,9692,9691
"1078",892,9695,9694
"1079",9674,9682,1017
"1080",785,9680,9696
"1081",23752,23751,14005
"1082",9699,784,689
"1083",9700,9686,1018
"1084",9684,9683,9682
"1085",896,9691,9701
"1086",779,9702,9625
"1087",9704,9934,1139
"1088",896,9701,9685
"1089",892,9707,9695
"1090",1017,9708,1019
"1091",1275,9686,9712
"1092",22067,7519,29154
"1093",1277,9711,1275
"1094",29153,22069,29152
"1095",9708,1017,1018
"1096",2730,13184,12168
"1097",919,9715,9714
"1098",1017,1019,9716
"1099",1020,9719,9718
"1100",9702,9721,9720
"1101",1019,9718,919
"1102",9716,1019,919
"1103",1142,9723,1019
"1104",8020,8017,8025
"1105",9730,8024,9729
"1106",1407,9733,9732
"1107",1145,8022,9734
"1108",1271,9736,9735
"1109",23747,29153,29152
"1110",9729,1277,8019
"1111",1563,9739,9738
"1112",9711,1277,1276
"1113",1563,9738,9741
"1114",1701,9743,9742
"1115",1703,9745,9744
"1116",1695,1703,8010
"1117",1555,9746,1696
"1118",8588,8586,27439
"1119",29511,17440,27439
"1120",22070,22022,29153
"1121",18004,28206,12166
"1122",9754,8016,9753
"1123",1297,9754,8029
"1124",1297,9755,9754
"1125",799,14620,9757
"1126",801,9761,9760
"1127",913,9763,9762
"1128",704,9766,9765
"1129",800,9769,9768
"1130",703,9771,9770
"1131",803,9773,9772
"1132",9714,803,897
"1133",918,9775,9688
"1134",1039,9778,9777
"1135",1040,9780,9779
"1136",1039,9777,9782
"1137",798,9784,9783
"1138",9790,513,610
"1139",785,9689,9791
"1140",27439,17440,940
"1141",1294,9796,25147
"1142",1294,9798,9796
"1143",1157,9801,9800
"1144",1156,9803,9802
"1145",1156,1036,9803
"1146",9629,9804,408
"1147",9639,685,9805
"1148",684,9657,9805
"1149",591,9652,9629
"1150",9806,9276,340
"1151",894,895,9808
"1152",1160,9755,9810
"1153",14857,9813,9812
"1154",1430,1295,9813
"1155",1292,26359,9816
"1156",1292,9799,26359
"1157",1293,9821,9820
"1158",8586,1047,29511
"1159",126,9831,9830
"1160",87,9833,9827
"1161",12165,28205,11963
"1162",16095,2248,12164
"1163",81,9837,9836
"1164",141,9093,9839
"1165",58,9842,9841
"1166",99,9845,9844
"1167",122,9846,85
"1168",155,9847,27398
"1169",9835,9850,9849
"1170",9852,27198,167
"1171",12162,28204,18296
"1172",9849,157,158
"1173",214,9856,9850
"1174",12358,18009,2137
"1175",114,9861,9860
"1176",23,9864,9863
"1177",24,9867,9866
"1178",9868,71,44
"1179",271,9062,9869
"1180",344,9870,9173
"1181",344,9873,9872
"1182",424,9874,9029
"1183",424,423,9874
"1184",28203,12156,28147
"1185",39,9880,9879
"1186",9108,9104,67
"1187",23,9863,9082
"1188",9107,9106,9104
"1189",9112,9882,9115
"1190",9070,9882,30
"1191",9879,9883,67
"1192",65,9190,9884
"1193",29152,29151,16108
"1194",7,8837,9887
"1195",95,9151,9132
"1196",9128,9152,21
"1197",19,8848,9885
"1198",65,9884,9153
"1199",22,9881,9158
"1200",32,9139,7875
"1201",27795,29510,27412
"1202",197,9888,9543
"1203",258,9888,9325
"1204",141,9839,9892
"1205",69,104,9577
"1206",9891,9579,197
"1207",12154,12155,28203
"1208",262,9896,9895
"1209",196,9898,9890
"1210",29510,27410,9
"1211",26335,8034,9901
"1212",596,9048,9902
